Month,Year,Letter,Subject,Yes Votes,No Votes,Pass or Fail,Percent,Type Measure,By,Keyword1,Keyword2,Keyword3,Keyword4,Keyword5
NOV,1993,G,Wage Freeze,62311,73863,F,0.458,C,S,Wage,Freeze,,,
NOV,1993,H,Radio Communication System Lease Financing,77383,56533,P,0.578,L,S,Radio,Lease,Financing,,
NOV,1993,I,Health Department Lease Financing,60789,76241,F,0.444,L,S,Health Dept.,Lease,Financing,,
NOV,1993,J,Cash Management,72068,64614,P,0.527,C,S,Cash,Management,,,
NOV,1993,K,Ethics Commission,71623,65976,P,0.521,C,S,Ethics,Commission,,,
NOV,1993,L,Human Resources Department,79911,54277,P,0.596,C,S,Human,Resources,,,
NOV,1993,M,Transportation Commission,72090,65925,P,0.522,C,S,Transportation,Commission,,,
NOV,1993,N,Charter Review,73953,62781,P,0.541,C,S,Charter,Review,,,
NOV,1993,O,Meetings of Supervisor Committees,89642,46359,P,0.659,C,S,Supervisor,Committees,Meetings,,
NOV,1993,P,Board of Supervisors Meetings,82388,50799,P,0.619,C,S,Meetings,Bd of Spvrs,Supervisors,,
NOV,1993,Q,Purchasing Procedures,81339,49514,P,0.622,C,S,Purchasing,Procedures,,,
NOV,1993,R,Retirement Board,106322,27912,P,0.792,C,S,Retirement,Board,,,
NOV,1993,S,Fine Arts Museum,99383,36966,P,0.729,C,S,Fine Arts,Museum,,,
NOV,1993,T,Deputy Fire Chiefs,95403,39305,P,0.708,C,S,Fire,Chiefs,Deputy,,
NOV,1993,U,City Election Procedures,122153,14000,P,0.897,C,S,Election,Procedures,City,,
NOV,1993,V,General Assistance,85738,54113,P,0.613,O,M,General,Assistance,,,
NOV,1993,W,Limitations on Officeholders Accounts,64575,68067,F,0.487,O,S,Accounts,Officeholder,Limitations,,
NOV,1993,X,Elimination of Officeholder Accounts,89245,42202,P,0.679,O,I,Officeholder,Accounts,Elimination,,
NOV,1993,Y,Taxicab Permits,63702,75687,F,0.457,O,M,Taxicab,Permits,,,
NOV,1993,Z,Garbage and Recyclables,33682,108860,F,0.236,O,I,Garbage,Recyclables,,,
JUN,1994,A,School Bonds,82336,38023,P,0.684,B,S,School,Bonds,,,
JUN,1994,B,911 Dispatch Center Financing,74325,38713,P,0.658,L,S,911,Dispatch Ctr,Financing,,
JUN,1994,D,Neighborhood Police Staffing,62414,55232,P,0.531,C,S,Police,Staffing,Neighborhood,,
JUN,1994,E,Library Funding,82860,35800,P,0.698,C,I,Library,Funding,,,
JUN,1994,F,Employment After Retirement,59085,56255,P,0.512,C,S,Retiree,Employment,,,
JUN,1994,G,Mission Driven Budgeting,60296,40748,P,0.597,C,S,Budget,Mission Drvn,,,
JUN,1994,H,BART to Airport,47711,68004,F,0.412,O,S,BART Station,Airport,,,
JUN,1994,I,BART to the Airport,75844,43634,P,0.635,O,S,BART,Airport,,,
JUN,1994,J,ATM Area,69432,50521,P,0.579,O,M,ATM,,,,
JUN,1994,K,Low-Income Rental Housing,74301,40737,P,0.646,P,M,Low-Income,Rental,Housing,,
NOV,1994,A,San Bruno Jail Bonds,114022,97030,F,0.540,B,S,San Bruno,Jail,Bond,,
NOV,1994,B,Main Library Asian Art Relocation Bonds,155878,64266,P,0.708,B,S,Main Library,Asian Art,Bonds,,
NOV,1994,C,City Hall Improvement Bonds,134378,73776,F,0.646,B,S,City Hall,Non-Seismic,Bonds,,
NOV,1994,D,Sewer Revenue Bonds,130140,74381,F,0.636,B,S,Sewer,Revenue,,,
NOV,1994,E,Commission on the Status of Women,133385,66217,P,0.668,C,S,Commission,Status of Wm,,,
NOV,1994,F,City Employees Collective Bargaining,153785,46010,P,0.770,C,S,Collective,Bargaining,,,
NOV,1994,G,Building Inspection Commission,104398,90742,P,0.535,C,I,Building,Inspection,Commission,,
NOV,1994,H,Domestic Partner Retirement Benefits,123558,88720,P,0.582,C,S,Domestic,Partner,Retirement,Benefits,
NOV,1994,I,Rent Control Expansion,106838,102840,P,0.510,O,I,Rent,Control,Expansion,,
NOV,1994,J,Official Newspapers,107305,85765,P,0.556,O,I,Official,Newspapers,,,
NOV,1994,K,Garbage Collection & Recycling,72926,132546,F,0.355,O,I,Garbage,Recycling,Collection,Refuse,
NOV,1994,L,Elections Task Force,102608,93087,P,0.524,O,S,Task Force,Elections,,,
NOV,1994,M,Sidewalk Prohibitions,108131,111012,F,0.493,O,M,Sidewalk,Prohibitions,,,
NOV,1994,N,General Assistance-Housing,105636,100447,P,0.513,O,M,General,Assistance,Payments,,
NOV,1994,O,Downtown Transit Assessment District,92035,113142,F,0.449,O,I,Downtown,Transit,Assessment,,
NOV,1994,P,Ferry Building & Pier 52,126826,69942,P,0.645,O,2,Ferry Bldg,Pier 52,,,
NOV,1994,Q,Neighborhood Crime Prevention,142256,64628,P,0.688,O,S,Crime,Prevention,Neighborhood,,
NOV,1994,R,Youth Commission,129003,78102,P,0.623,P,S,Youth,Commission,,,
NOV,1995,A,City Hall Improvement,135678,59289,P,0.696,B,S,City Hall,Improvement,,,
NOV,1995,B,Underground Storage,110796,78536,F,0.585,B,S,Underground,Storage,,,
NOV,1995,C,Steinhart Aquarium Improvement,159725,39965,P,0.800,B,S,Steinhart,Acquarium,Improvement,,
NOV,1995,D,Prevailing Wages,137366,51253,P,0.728,C,S,Wages,Prevailing,,,
NOV,1995,E,New City Charter,106900,77341,P,0.580,C,S,Charter,New,City,,
NOV,1995,F,Youth Commission,115785,80117,P,0.591,C,S,Youth,Commission,,,
NOV,1995,G,Office of Citizen Complaints,116919,66827,P,0.636,C,S,Complaints,Citizen,,,
NOV,1995,H,Parking and Traffic,47466,148924,F,0.242,C,I,Parking,Traffic,,,
NOV,1995,I,Taxi Cabs,61421,129007,F,0.323,O,S,Taxi,Cabs,,,
NOV,1995,J,Muni Audit,103909,86612,P,0.545,O,I,Muni,Audit,,,
NOV,1995,K,City Services,87936,99134,F,0.470,O,M,Services,City,,,
NOV,1995,L,Curfew,90151,106041,F,0.460,O,M,Curfew,,,,
NOV,1995,M,Campaign Spending Limits #1,68083,119279,F,0.363,O,M,Campaign,Spending,Limits #1,,
NOV,1995,N,Campaign Spending Limits #2,130682,53494,P,0.710,O,R,Campaign,Spending,Limits #2,,
NOV,1995,O,Army Street/Cesar Chavez,91647,109595,F,0.455,O,I,Army St.,Cesar Chavez,,,
MAR,1996,A,Moscone Convention Center,103680,53005,F,0.662,B,S,Convention,Center,Moscone,,
MAR,1996,B,Ballpark,108968,55368,P,0.663,O,S,Ballpark,,,,
NOV,1996,A,Affordable Housing,176599,85246,P,0.674,B,S,Housing,Affordable,,,
NOV,1996,B,De Young Museum,166923,99716,F,0.626,B,S,De Young,Museum,,,
NOV,1996,C,Retired Employee Benefits,130258,126703,P,0.507,C,S,Retirement,Benefit,COLA,,
NOV,1996,D,Firefighters Retirement Benefits,150017,110108,P,0.577,C,S,Firefighters,Pension,Benefits,,
NOV,1996,E,Employment Benefits and Practices,71114,188567,F,0.274,C,S,Employee,Benefits,Retirement,At-Will,MEA
NOV,1996,F,Board of Supervisors Salaries,96036,166087,F,0.366,C,S,Supervisor,Salary,Increase,,
NOV,1996,G,Election of Supervisor-District Elections,142163,108378,P,0.567,C,S,Supervisor,Election,District,Majority,
NOV,1996,H,Election of Supervisors-Preference Voting,103787,134263,F,0.436,C,D,Election,Supervisor,Preference,Voting,
NOV,1996,I,Police and Firefighters Personnel Policies,111810,132656,F,0.457,C,S,Police,Firefighters,Personnel,Policies,
NOV,1996,J,Taxicab Permits,87014,170509,F,0.338,O,D,Taxicabs,Permits,,,
JUN,1997,A,City College School Bonds,116801,51664,P,0.693,B,S,City College,School,Bonds,,
JUN,1997,B,Cultural Centers Bonds,80234,85474,F,0.484,B,S,Cultural,Bonds,,,
JUN,1997,C,Zoo Bonds,113190,55794,P,0.670,B,S,Zoo,Bonds,,,
JUN,1997,D,Football Stadium Bonds,87567,86045,P,0.504,L,S,Football,Stadium,Bonds,,
JUN,1997,E,Public Utilities Commission Revenue Uses,55128,93639,F,0.371,C,S,Utilities,Revenues,,,
JUN,1997,F,Candlestick Point/Stadium Land Use,87102,85902,P,0.503,O,M,Candlestick,Stadium,,,
NOV,1997,A,Water Systems Facilities Bonds,61259,56085,F,0.522,B,S,Water,Facilities,Bonds,,
NOV,1997,B,Drinking Water Bonds,64342,53528,F,0.546,B,S,Water,Bonds,,,
NOV,1997,C,Police/Firefighter Retirement Benefits,54741,56946,F,0.490,C,S,Police,Firefigher,Retirement,Benefits,
NOV,1997,D,Lease Approvals,73591,34879,P,0.678,C,S,Lease,,,,
NOV,1997,E,Youth Commission,52218,58679,F,0.471,C,S,Youth,Commission,,,
NOV,1997,F,Mount Davidson,80681,37547,P,0.682,O,S,Park,Land,Sale,,
NOV,1997,G,Campaign Consultants,68903,44377,P,0.608,O,s,Campaign,Consultants,,,
NOV,1997,H,Central Freeway,64609,56054,P,0.535,O,R,Freeway,,,,
JUN,1998,A,de Young Museum Bonds,118013,65383,F,0.643,B,S,de Young,Museum,Bonds,,
JUN,1998,B,Supervisors' Salary,105382,75595,P,0.582,C,S,Supervisor,Salary,,,
JUN,1998,C,Utility Revenue Use,64333,89691,F,0.418,C,S,Utility,Revenue,,,
JUN,1998,D,Environment Protection Loans,107461,60301,P,0.641,C,S,Environment,Protection,Loans,,
JUN,1998,E,Rent Control Exemption ,70885,110920,F,0.390,O,I,Rent,Exemption,,,
JUN,1998,F,Use & Occupancy of City Hall / Protocol Activities,102765,70337,P,0.594,O,I,City Hall,Protocol,,,
JUN,1998,G,Board of Supervisors' Staffing,78969,90710,F,0.465,O,I,Board,Supervisor,Staffing,,
JUN,1998,H,Water & Sewer Rates,100781,70569,P,0.588,O,I,Water,Sewer,Rates,,
JUN,1998,I,Project Notification,106367,63758,P,0.625,O,I,Project,Notification,,,
JUN,1998,J,Underground Parking for Golden Gate Park,104069,74985,P,0.581,O,s,Underground,Parking,Golden Gate,Park,
JUN,1998,K,Use and Control of Treasure Island,93501,74849,P,0.555,P,I,Treasure,Island,,,
JUN,1998,L,Presidio Land Use,93002,81988,P,0.531,P,s,Presidio,Land,,,
NOV,1998,A,Police Retirement Benefits,125426,93002,P,0.574,C,S,Police,Retirement,Benefits,,
NOV,1998,B,Customer Service Plan,118102,91794,P,0.563,C,S,Customer,,,,
NOV,1998,C ,Paramedic Retirement Benefits,132437,80500,P,0.622,C,S,Paramedic,Retirement,Benefits,,
NOV,1998,D,Taxi Commission,143447,70183,P,0.671,C,S,Taxi,Commission,,,
NOV,1998,E,Central Freeway,115593,103013,P,0.529,O,I,Central,Freeway,,,
NOV,1998,F,Stadium Admission Tax,150491,57588,P,0.723,O,S,Stadium,Tax,,,
NOV,1998,G ,Owner Move-In Eviction Limitation,121249,97850,P,0.553,O,I,Owner,Eviction,,,
NOV,1998,H ,Hotel Tax Surcharge,180129,35233,P,0.836,O,S,Hotel,Tax,Surcharge,,
NOV,1998,I,Bay Bridge Rail Service,131250,83590,P,0.611,P,M,Bay Bridge,Rail,,,
NOV,1998,J,Health Care,140277,76537,P,0.647,P,M,Healthcare,,,,
NOV,1999,A,Laguna Honda Project,139210,50809,P,0.733,B,S,Laguna Honda,,,,
NOV,1999,B,Firefighter/Police Retirement Benefits,127897,51183,P,0.714,C,S,Firefighter,Police,Retirement,Benefits,
NOV,1999,C,Supervisorial District Boundaries,123196,48263,P,0.719,C,S,Supervisorial,District ,Boundaries,,
NOV,1999,D,Sick Leave/Vacation Credit Transfers,138672,44246,P,0.758,C,S,Sick,Leave,Vacation,Credit,
NOV,1999,E,Municipal Transportation Agency,110079,70113,P,0.611,C,S,Municipal ,Transportation,Agency,,
NOV,1999,F,ATM Fees,124615,62978,P,0.664,O,I,ATM,Fees,,,
NOV,1999,G,Sunshine Ordinance Amendment,97156,69086,P,0.584,O,I,Sunshine,Ordinance,Amendment,,
NOV,1999,H,Downtown Caltrain Station,123623,54751,P,0.693,O,I,Downtown,Caltrain,,,
NOV,1999,I,Octavia Boulevard Plan,97386,81823,P,0.543,O,s,Octavia,Boulevard,,,
NOV,1999,J,Central Freeway Replacement,86236,95831,F,0.474,O,I,Central,Freeway,,,
NOV,1999,K,Campaign Expenditure Limit,140882,35655,P,0.798,O,C,Campaign,Expenditure,,,
MAR,2000,B,Academy of Sciences Bonds,122722,60368,P,0.670,B,S,Academy,Sciences,Bonds,,
MAR,2000,C,Open Space Fund,126478,44993,P,0.738,C,S,Space,Fund,,,
MAR,2000,D,Board of Supervisors Benefits,88671,86851,P,0.505,C,S,Supervisors,Benefits,,,
MAR,2000,E,Public Assistance Benefits,72735,102946,F,0.414,O,I,Public,Assistance,Benefits,,
MAR,2000,F,Bayview Hunters Point Reparations,66008,109601,F,0.376,P,I,Bayview,Hunters Point,Reparations,,
NOV,2000,A,Branch Library Bonds,219631,75647,P,0.744,B,S,Library,Bonds,,,
NOV,2000,B,District Aid,109149,181994,F,0.375,C,S,District,Aid,,,
NOV,2000,C,City Worker Retirement Benefits,172675,114409,P,0.601,C,S,City,Worker,Retirement,Benefits,
NOV,2000,E,City Retiree Health Benefits,160068,121824,P,0.568,C,S,City,Retiree,Health ,Benefits,
NOV,2000,F,Closure of JFK Drive,133808,162895,F,0.451,O,I,Closure,JFK,,,
NOV,2000,G,Closure of JFK Drive with Limits,109486,177667,F,0.381,O,s,Closure,JFK,,,
NOV,2000,H,Landlord/Renters Costs,169858,126308,P,0.574,O,I,Landlord,Renter,,,
NOV,2000,I,Business Tax Revision,96515,169436,F,0.363,O,M,Business ,Tax,Revision,,
NOV,2000,J,City Contractor Contribution,236094,49538,P,0.827,O,I,City,Contractor,Contribution,,
NOV,2000,K,Office Development Controls,111610,172838,F,0.392,O,2,Office ,Development,Controls,,
NOV,2000,L,Office Development/Live Work Controls,142241,143513,F,0.498,O,I,Office ,Development,Controls,Live,Work
NOV,2000,M,Taxicab Permits,103722,170010,F,0.379,O,s,Taxicab,Permits,,,
NOV,2000,N,Controls on Rental Conversions,126746,149059,F,0.460,O,I,Control,Rental,Conversions,,
NOV,2000,O,Public Campaign Finance,144692,130119,P,0.527,O,C,Public,Campaign,Finance,,
NOV,2000,P,Hunter's Point Clean-Up,242795,38293,P,0.864,P,s,Hunter's Point,Clean-up,,,
NOV,2000,Q,Pedestrian Safety Fund,190581,94329,P,0.669,P,s,Pedestrian,Safety,Fund,,
NOV,2000,R,Pier 45,202731,76540,P,0.726,P,s,Pier,,,,
NOV,2001,A,Community College District General Obligation Bonds,91643,35392,P,0.721,B,C,Community,College,Bonds,,
NOV,2001,B,Solar Energy Revenue Bond,92798,35061,P,0.726,B,S,Solar,Energy,Revenue,Bond,
NOV,2001,C,Elective Office Vacancies,92534,30679,P,0.751,C,S,Elective,Office ,Vacancies,,
NOV,2001,D,Voter Approval Required for Bay Fill,94085,32277,P,0.745,C,S,Voter,Approval,Bay,Fill,
NOV,2001,E,"Elections, Ethics, & Outside Counsel",76180,45319,P,0.627,C,S,Elections,Ethics,Counsel,,
NOV,2001,F,Municipal Water & Power Agency,64405,64921,F,0.498,C,S,Municipal ,Water,Power,Agency,
NOV,2001,G,Redistricting,67913,53450,P,0.560,C,S,Redistricting,,,,
NOV,2001,H,Board Authorization of Solar Power & Energy Conservation Bonds,68393,58493,P,0.539,C,S,Board,Solar,Power,Energy,Bonds
NOV,2001,I,San Francisco-Brisbane Municipal Utility District (MUD),60227,64583,F,0.483,C,I,San Francisco,Brisbane,Municipal,Utility,MUD
MAR,2002,A,Instant Runoff,76340,61261,P,0.555,C,S,Runoff,,,,
MAR,2002,B,Cost of Living Benefits,83687,48356,P,0.634,C,S,Living,Benefits,,,
MAR,2002,C,Non-U.S. Citizen Commission Participation,44157,94895,F,0.318,C,S,Citizen,Commission,Participation,,
MAR,2002,D,Appointment of Planning Commission & Board of Appeals,73992,55485,P,0.571,C,S,Appointment,Planning,Commisssion,Board,Appeals
MAR,2002,E,Domestic Partner Benefits,90431,47193,P,0.657,C,S,Domestic,Partner,Benefits,,
MAR,2002,F,Citizen Oversight of Bond Expenditures,95012,39929,P,0.704,O,s,Citizen,Oversight,Bond,Expenditures,
MAR,2002,G,Outdoor Commercial Advertising,108988,28736,P,0.791,O,s,Outdoor,Commercial,Advertising,,
NOV,2002,A,Water Bonds,105468,92557,F,0.533,B,S,Water,Bonds,,,
NOV,2002,B,Affordable Housing Bonds,117572,93135,F,0.558,B,S,Affordable,Housing,Bonds,,
NOV,2002,BB,Bart Seismic Safety Bond,140610,52167,P,0.729,B,C,Bart,Seismic,Safety,Bond,
NOV,2002,C,Veterans Building Bonds,112475,92042,F,0.550,B,S,Veterans,Building,Bonds,,
NOV,2002,D,Energy,95835,111255,F,0.463,C,S,Energy,,,,
NOV,2002,E,"Water & Sewer Rates, Surplus Funds",108080,87482,P,0.553,C,S,Water,Sewer,Rates,Surplus,
NOV,2002,F,Entertainment Commission Appointments,113470,86627,P,0.567,C,S,Entertainment,Commission,Appointments,,
NOV,2002,G,Elections Assistance,141052,52467,P,0.729,C,S,Elections,Assistance,,,
NOV,2002,H,Police & Firefighter Retirement Benefits,132440,73653,P,0.643,C,S,Police,Firefighter,Retirement,Benefits,
NOV,2002,I,Paid Parental Leave,111600,96033,P,0.537,C,S,Paid,Parental ,Leave,,
NOV,2002,J,Supervisors Salaries,111646,89351,P,0.555,C,S,Supervisors,Salaries,,,
NOV,2002,K,Selection of Official Newspapers,71756,119931,F,0.374,O,s,Selection,Official,Newspapers,,
NOV,2002,L,Real Estate Tax,92163,113902,F,0.447,O,s,Real Estate,Tax,,,
NOV,2002,M,Economic Development,93404,98127,F,0.488,O,M,Economic,Development,,,
NOV,2002,N,Adjusting Services & Payments to Homeless Individuals,125436,84433,P,0.598,O,I,Adjust,Services,Payments,Homeless,
NOV,2002,O,Conditions for Providing Services & Payments to Homeless Individuals,98341,106257,F,0.481,O,s,Conditions,Adjust ,Services,Payments,Homeless
NOV,2002,P,Revenue Bond Oversight Committee,109577,83843,P,0.567,O,s,Revenue,Bond,Oversight,Committee,
NOV,2002,Q,Use of City Funds,131117,63822,P,0.673,O,M,City,Funds,,,
NOV,2002,R,Condominium Conversion With Certain Conditions,82089,123129,F,0.400,O,I,Condominium,Conversion,,,
NOV,2002,S,Medical Marijuana,127661,78181,P,0.620,P,s,Medical,Marijuana,,,
NOV,2003,A,School Bonds,139814,58254,P,0.706,B,se,School ,Bonds,,,
NOV,2003,B,Retirement Benefits for Safety Employees,125142,62103,P,0.668,C,S,Retirement,Benefits,Safety ,Employees,
NOV,2003,C,City Services Auditor,133879,55819,P,0.706,C,S,City,Services,Auditor,,
NOV,2003,D,Small Business Commission ,104922,82698,P,0.559,C,S,Small ,Business,Commission,,
NOV,2003,E,Ethics Reform,114010,70045,P,0.619,C,S,Ethics,Reform,,,
NOV,2003,F,Targeted Early Retirement,128112,61465,P,0.676,C,S,Targeted,Early ,Retirement,,
NOV,2003,G,Rainy Day Fund,146004,46605,P,0.758,C,S,Rainy ,Day,Fund,,
NOV,2003,H,Police Commission / Office of Citizen Complaints,99314,91900,P,0.519,C,S,Police,Commission ,Office of,Citizen,Complaints
NOV,2003,I,Child Care for Low Income Families,115146,77256,P,0.598,O,s,Child ,Care,Low,Income,
NOV,2003,J,Facilities for the Homeless ,113564,79871,P,0.587,O,I,Facilities,Homeless,,,
NOV,2003,K,Sales Tax for Transportation,142042,47879,P,0.748,O,S,Sales ,Tax,Transportation,,
NOV,2003,M,Aggressive Solicitation Ban,117405,79375,P,0.597,O,I,Aggressive,Solicitation,Ban,,
NOV,2003,N,Taxi Permit Holder Disability,52326,134465,F,0.280,O,s,Taxi,Permits,Holder,Disability,
MAR,2004,A,Deferred Taxation Plan,107690,64943,P,0.624,C,S,Deferred ,Taxation,Plan,,
MAR,2004,B,"Retirement Benefits for Public Defenders, District Attorneys, and Investigators",114209,54418,P,0.677,C,S,Retirement ,Benefits,Defenders,DA,Investigators
MAR,2004,C,Civilian Jobs in the Police Department,105005,64773,P,0.618,C,S,Civilian,Jobs,Police,Department,
MAR,2004,D,Equal Treatment of Domestic Partners,113646,60999,P,0.651,C,S,Equal ,Treatment,Domestic ,Partners,
MAR,2004,E,Requests for City Records Containing Private Information,87704,80236,P,0.522,C,S,Requests,City,Records,Private,
MAR,2004,F,Labor Negotiations with Deputy Sheriffs,103327,60267,P,0.632,C,S,Labor,Negotiations,Deputy,Sheriffs,
MAR,2004,G,Supplemental Pay for City Employees on Military Duty,99726,69589,P,0.589,C,S,Supplemental,Pay ,City,Employee,Military
MAR,2004,H,Public Education Fund,123103,50837,P,0.708,C,S,Public,Education,Fund,,
MAR,2004,I,Replacement of Diesel Buses,118074,56864,P,0.675,O,s,Replacement,Diesel,Buses,,
MAR,2004,J,Incentives to Build Below-Market-Rate Housing,52028,121352,F,0.300,O,I,Incentives,Build,Below-Market,Housing,
MAR,2004,RM2,Regional Measure 2 Traffic Relief Plan,115891,53214,P,0.685,RM,2,Regional,Traffic,Relief,Plan,
NOV,2004,A,Affordable Housing Bonds,209259,116706,F,0.642,B,S,Affordable,Housing,,,
NOV,2004,B,Historical Preservation Bonds,181658,134896,F,0.574,B,S,Historical,Preservation,,,
NOV,2004,C,Health Service System,166651,129210,P,0.563,C,S,Health,Service,System,,
NOV,2004,D,Changes to City Charter ,118123,162385,F,0.421,C,S,Changes,City,Charter,,
NOV,2004,E,Police and Fire Survivor Benefits,210091,108193,P,0.660,C,S,Police,Fire ,Survivor,Benefits,
NOV,2004,F,Noncitizen Voting in School Board Elections,155643,164924,F,0.486,C,S,Noncitizen,Voting,School,Board,
NOV,2004,G,Health Plans for City Residents ,201674,100206,P,0.668,C,S,Health,Plans,City,Residents,
NOV,2004,H,Naming the Stadium at Candlestick Point ,170217,141904,P,0.545,O,s,Stadium,Candlestick,,,
NOV,2004,I,Economic Analysis of Legislation,154022,142650,P,0.519,O,s,Economic,Analysis,Legislation,,
NOV,2004,J,Sales Tax Increase,131529,182477,F,0.419,O,S,Sales,Tax,Increase,,
NOV,2004,K,Business Tax,135068,162910,F,0.453,O,S,Business ,Tax,,,
NOV,2004,L,Use of Hotel Tax to Preserve Movie Theaters,78157,229487,F,0.254,O,I,Hotel,Tax,Preserve ,Movie,Theaters
NOV,2004,M,THIS MEASURE HAS BEEN WITHDRAWN ,,,,,,,,,,,
NOV,2004,N,Withdrawing U.S. Military Personnel from Iraq,195257,113053,P,0.633,P,s,Withdrawing,Military,Iraq,,
NOV,2004,O,Use of Sales Tax Funds,181340,122644,P,0.597,P,S,Use,Sales,Tax,Funds,
NOV,2005,A,Community College District General Obligation Bonds,134999,76320,F,0.639,B,S,Principal,,,,
NOV,2005,B,Street and Sidewalk Improvement Bond,119095,91952,F,0.564,B,S,Principal,,,,
NOV,2005,C,Ethics Commission Budget and Outside Counsel,81672,120968,F,0.403,C,S,Annual Budget,Audit,Baseline Budget,Ethics Commission,Outside Counsel
NOV,2005,D,Appointment of Municipal Transportation Agency Board of Directors,71585,129801,F,0.355,C,S,Hold-Over,,,,
NOV,2005,E,Election Date of the Assessor-Recorder and Public Defender,138765,58998,P,0.702,C,S,,,,,
NOV,2005,F,Neighborhood Firehouses,119581,88062,P,0.576,O,I,,,,,
NOV,2005,G,Access to Underground Parking at Golden Gate Park,138069,65862,P,0.677,O,s,,,,,
NOV,2005,H,Firearm Ban,123033,89856,P,0.578,O,s,,,,,
NOV,2005,I,"No Military Recruiters in Public Schools, Scholarships for Education and Job Training",125581,86723,P,0.592,P,I,,,,,
JUN,2006,A,Additional Funding for Homicide Prevention Services,66982,69060,F,0.492,C,S,Annual Budget,Fiscal Year,General Fund,,
JUN,2006,B,Eviction Disclosure Ordinance,71440,65373,P,0.522,O,s,,,,,
JUN,2006,C,Appointing Elected Officials to the Transbay Joint Powers Authority,37030,93905,F,0.283,O,s,Metropolitan Transportation Commission,Municipal Transportation Agency,Transbay Joint Powers Authority,,
JUN,2006,D,Zoning Changes to Limit Services at Laguna Honda Hospital and Other Residential Health Care Facilities,99060,35418,P,0.737,O,I,"""Public"" District",Zoning Administrator,,,
NOV,2006,A,School Bonds,171236,60640,P,0.738,B,se,Annual Budget,Audit,Fiscal Year,Parcel Tax,Principal
NOV,2006,B,Allowing Members of Boards and Commissions to Participate in Meetings by Teleconference due to Pregnancy and Related Conditions; Adoption of Parental Leave Policies.,164166,63157,P,0.722,O,S,Other Electric means,Parental Leave,Teleconference,,
NOV,2006,C,Setting Salaries of Certain Local Elected Officials,140561,81396,P,0.633,C,S,Civil Service Commission,Consumer Price Index (CPI),Cost-Of-Living Adjustment,,
NOV,2006,D,Disclosure of Private Information,143020,79230,P,0.644,O,s,,,,,
NOV,2006,E,Parking Tax Ordinance,73922,151628,F,0.328,O,s,Valet Parking Service,,,,
NOV,2006,F,Paid Sick Leave Ordinance,139005,89057,P,0.610,O,s,,,,,
NOV,2006,G,Limitations on Formula Retail Stores,125728,90353,P,0.582,O,s,Planning Commission,,,,
NOV,2006,H,Relocation Assistance for No Fault Tenant Removal,120916,107541,P,0.529,O,s,,,,,
NOV,2006,I,Adopting a Policy that the Mayor Appear Monthly at a Board of Supervisors Meeting,126023,97567,P,0.564,P,s,,,,,
NOV,2006,J,Adopting a Policy Calling for the Impeachment of President Bush and Vice President Cheney,133042,94282,P,0.585,P,s,High Crimes and Misdemeanors,Impeachment,,,
NOV,2006,K,Adopting a Policy Relating to the Housing Needs of Seniors and Disabled Adults,161684,65073,P,0.713,P,s,General Plan,,,,
NOV,2007,A,"Transit Reform, Parking Regulation and Emissions Reductions",80786,64346,P,0.557,C,S,Annual Budget,Exempt,Revenue Bonds,Municipal Transit Agency (MTA),Super-Majority
NOV,2007,B,Limiting Hold-Over Service on Charter-Created Boards and Commissions,96034,38915,P,0.712,C,S,Charter-Created City Boards and Commissions,Charter-Created Citizen Advisory Committees,Hold-Over,,
NOV,2007,C,Requiring Public Hearings on Proposed Measures,94939,44258,P,0.682,C,S,,,,,
NOV,2007,D,Renewing Library Preservation Fund,105328,36102,P,0.745,C,S,Baseline,Revenue Bonds,Set-Aside,Supervisorial District,
NOV,2007,E,Requiring Mayor to Appear Monthly at a Board of Supervisors Meeting,70166,74253,F,0.486,C,S,,,,,
NOV,2007,F,Authorizing Board of Supervisors to Amend Contract for Retirement Benefits for Police Officers,69637,65321,P,0.516,C,S,,,,,
NOV,2007,G,Establishing Golden Gate Park Stables Matching Fund,77340,62331,P,0.554,O,s,,,,,
NOV,2007,H,Regulating Parking Spaces,46632,94277,F,0.331,O,I,Downtown,Exempt,Low-Emission Vehicle,Zoning Districts,
NOV,2007,I,Establishing Office of Small Business as City Department and Creating Small Business Assistance Center,80865,55855,P,0.591,O,M,,,,,
NOV,2007,J,Adopting a Policy to Offer Free City-Wide Wireless High-Speed Internet Network,86451,52428,P,0.622,P,M,,,,,
NOV,2007,K,Adopting a Policy to Restrict Advertising on Street Furniture and City Buildings,86250,53195,P,0.619,P,s,Street Furniture,,,,
FEB,2008,A,"Clean and Safe Neighborhood Parks Bonds, 2008",177194,71232,P,0.713,B,S,Community Opportunity Fund,,,,
FEB,2008,B,Creating a New Deferred Retirement Option Program for Members of the San Francisco Police Department,158883,86613,P,0.647,C,I,Charter Amendment,,,,
FEB,2008,C,Adopting a Policy that the City Acquire Alcatraz Island to Make It a Global Peace Center,69251,177301,F,0.281,P,I,Declaration of Policy,,,,
JUN,2008,A,School Parcel Tax,113999,51273,P,0.690,B,SFUSD,,,,,
JUN,2008,B,Changing Qualifications for Retiree Health and Pension Benefits and Establishing a Retiree Health Care Trust Fund,118729,41598,P,0.741,C,S,,,,,
JUN,2008,C,Forfeiture of Retirement Benefits for Conviction of a Crime involving Moral Turpitude in Connection with City Employment,91924,66379,P,0.581,C,S,,,,,
